“Š‹…”N,“Š‹…ŒŽ,“Š‹…“ú,“Š‹…ŽžŠÔ,yy,seq,timestamp(ms),measure_interval(ms),timestamp(count),mx[LSB],my[LSB],mz[LSB],low_ax[LSB],low_ay[LSB],low_az[LSB],hi_ax[LSB],hi_ay[LSB],hi_az[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],mx[mGauss],my[mGauss],mz[mGauss],low_ax[mg],low_ay[mg],low_az[mg],hi_ax[g],hi_ay[g],hi_az[g],gyro_x[dps],gyro_y[dps],gyro_z[dps],status
[2023/06/12 11:43:06],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
== yy0 ==============,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6.0,12.0,114830.0,1.0,136.0,3898.0,2.0,-144.0,-12.0,-62.0,129.0,-202.0,-414.0,-249.0,-47.0,60.0,8191.0,-8192.0,-8192.0,-357.884,-20.29318,20.91251,2085.653,-3227.305,-6622.119,-23.60364,-3.578182,6.781818,3995.91,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,137.0,3900.0,2.0,-119.0,36.0,66.0,117.0,-210.0,-423.0,-249.0,-50.0,72.0,8191.0,-8192.0,-8192.0,-306.821,69.25667,172.365,1893.261,-3355.566,-6766.412,-23.60364,-3.850909,7.872727,3995.91,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,138.0,3902.0,2.0,-63.0,77.0,161.0,97.0,-215.0,-424.0,-257.0,-51.0,69.0,8191.0,-8192.0,-8192.0,-180.099,144.1313,272.2286,1572.609,-3435.729,-6782.445,-24.33091,-3.941818,7.6,3995.91,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,139.0,3904.0,2.0,14.0,107.0,195.0,80.0,-218.0,-421.0,-261.0,-50.0,68.0,8191.0,-8192.0,-8192.0,-0.1800003,198.3564,284.1082,1300.054,-3483.827,-6734.347,-24.69455,-3.850909,7.50909,3995.91,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,140.0,3906.0,2.0,83.0,119.0,163.0,70.0,-218.0,-413.0,-262.0,-57.0,67.0,8191.0,-8192.0,-8192.0,164.551,219.8825,212.2117,1139.728,-3483.827,-6606.086,-24.78546,-4.487272,7.418181,3995.91,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,141.0,3908.0,2.0,128.0,107.0,71.0,70.0,-213.0,-402.0,-260.0,-46.0,73.0,8191.0,-8192.0,-8192.0,276.194,197.2112,73.25964,1139.728,-3403.664,-6429.727,-24.60364,-3.487273,7.963636,3995.91,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,142.0,3910.0,2.0,143.0,73.0,-59.0,76.0,-208.0,-392.0,-256.0,-44.0,73.0,8146.0,-8192.0,-8192.0,319.463,133.6555,-100.0762,1235.924,-3323.5,-6269.4,-24.24,-3.305454,7.963636,3973.95,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,143.0,3914.0,4.0,51.0,-17.0,-269.0,99.0,-196.0,-376.0,-252.0,-44.0,74.0,8019.0,-8192.0,-8192.0,115.047,-32.76111,-328.8457,1604.674,-3131.109,-6012.878,-23.87636,-3.305454,8.054545,3911.974,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,144.0,3916.0,2.0,-25.0,-42.0,-295.0,118.0,-193.0,-378.0,-247.0,-41.0,67.0,7960.0,-8192.0,-8192.0,-63.173,-77.25765,-332.4628,1909.294,-3083.011,-6044.944,-23.42182,-3.032727,7.418181,3883.182,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,145.0,3918.0,2.0,-94.0,-51.0,-251.0,133.0,-194.0,-389.0,-245.0,-39.0,72.0,7898.0,-8192.0,-8192.0,-228.588,-93.29615,-244.8043,2149.784,-3099.044,-6221.303,-23.24,-2.850909,7.872727,3852.926,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,146.0,3920.0,2.0,-136.0,-34.0,-150.0,143.0,-203.0,-407.0,-248.0,-34.0,65.0,7835.0,-8192.0,-8192.0,-333.804,-61.08885,-96.58704,2310.11,-3243.337,-6509.89,-23.51273,-2.396363,7.236363,3822.182,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,147.0,3922.0,2.0,-141.0,3.0,-22.0,141.0,-214.0,-422.0,-260.0,-37.0,65.0,7775.0,-8192.0,-8192.0,-353.395,8.023697,69.39134,2278.045,-3419.696,-6750.379,-24.60364,-2.669091,7.236363,3792.902,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,148.0,3924.0,2.0,-105.0,48.0,104.0,125.0,-221.0,-428.0,-264.0,-41.0,69.0,7712.0,-8192.0,-8192.0,-275.815,90.78284,217.2606,2021.523,-3531.925,-6846.575,-24.96727,-3.032727,7.6,3762.158,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,149.0,3926.0,2.0,-39.0,88.0,177.0,108.0,-225.0,-427.0,-268.0,-37.0,56.0,7650.0,-8192.0,-8192.0,-124.351,164.1145,282.8278,1748.968,-3596.055,-6830.543,-25.33091,-2.669091,6.418181,3731.902,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,150.0,3928.0,2.0,37.0,113.0,192.0,92.0,-230.0,-425.0,-246.0,-36.0,63.0,7588.0,-8192.0,-8192.0,54.287,209.2083,270.1571,1492.446,-3676.219,-6798.478,-23.33091,-2.578182,7.054545,3701.646,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,151.0,3930.0,2.0,103.0,115.0,142.0,82.0,-229.0,-416.0,-262.0,-37.0,74.0,7526.0,-8192.0,-8192.0,213.313,211.4551,179.0132,1332.119,-3660.186,-6654.184,-24.78546,-2.669091,8.054545,3671.39,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,152.0,3932.0,2.0,140.0,93.0,31.0,82.0,-219.0,-406.0,-266.0,-32.0,79.0,7461.0,-8192.0,-8192.0,307.374,169.9042,20.52776,1332.119,-3499.86,-6493.857,-25.14909,-2.214545,8.50909,3639.67,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,153.0,3934.0,2.0,140.0,54.0,-102.0,89.0,-215.0,-397.0,-261.0,-29.0,71.0,7402.0,-8192.0,-8192.0,315.392,97.31589,-150.3217,1444.348,-3435.729,-6349.564,-24.69455,-1.941818,7.781818,3610.878,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,154.0,3936.0,2.0,98.0,9.0,-215.0,99.0,-209.0,-388.0,-269.0,-29.0,73.0,7336.0,-8192.0,-8192.0,223.02,14.26555,-277.508,1604.674,-3339.533,-6205.27,-25.42182,-1.941818,7.963636,3578.67,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,155.0,3938.0,2.0,30.0,-35.0,-288.0,116.0,-202.0,-383.0,-257.0,-30.0,73.0,7274.0,-8192.0,-8192.0,67.094,-67.11353,-339.9219,1877.229,-3227.305,-6125.107,-24.33091,-2.032727,7.963636,3548.414,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,156.0,3940.0,2.0,-51.0,-54.0,-290.0,135.0,-200.0,-387.0,-261.0,-35.0,79.0,7212.0,-8192.0,-8192.0,-124.409,-100.2892,-310.8203,2181.849,-3195.24,-6189.237,-24.69455,-2.487273,8.50909,3518.158,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,157.0,3942.0,2.0,-109.0,-51.0,-224.0,152.0,-204.0,-399.0,-259.0,-33.0,72.0,7151.0,-8192.0,-8192.0,-265.359,-93.72557,-201.2408,2454.404,-3259.37,-6381.629,-24.51273,-2.305454,7.872727,3488.39,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,158.0,3944.0,2.0,-142.0,-24.0,-112.0,156.0,-215.0,-414.0,-261.0,-31.0,68.0,7088.0,-8192.0,-8192.0,-350.306,-42.27345,-45.57477,2518.534,-3435.729,-6622.119,-24.69455,-2.123636,7.50909,3457.646,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,159.0,3946.0,2.0,-136.0,20.0,23.0,148.0,-228.0,-426.0,-271.0,-36.0,63.0,7027.0,-8192.0,-8192.0,-344.482,40.0237,123.4581,2390.273,-3644.153,-6814.51,-25.60364,-2.578182,7.054545,3427.878,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,160.0,3948.0,2.0,-89.0,67.0,132.0,131.0,-235.0,-434.0,-272.0,-37.0,66.0,6966.0,-8192.0,-8192.0,-240.195,127.0385,242.1891,2117.718,-3756.382,-6942.771,-25.69455,-2.669091,7.327272,3398.11,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,161.0,3950.0,2.0,-16.0,101.0,191.0,113.0,-240.0,-436.0,-274.0,-26.0,69.0,6904.0,-8192.0,-8192.0,-71.062,188.3682,289.3669,1829.131,-3836.545,-6974.836,-25.87636,-1.669091,7.6,3367.854,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,162.0,3952.0,2.0,61.0,119.0,185.0,97.0,-245.0,-430.0,-280.0,-24.0,65.0,6841.0,-8192.0,-8192.0,111.289,220.2083,250.0442,1572.609,-3916.708,-6878.641,-26.42182,-1.487273,7.236363,3337.11,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,163.0,3954.0,2.0,120.0,107.0,112.0,89.0,-240.0,-419.0,-273.0,-29.0,63.0,6779.0,-8192.0,-8192.0,255.572,195.538,135.8805,1444.348,-3836.545,-6702.282,-25.78546,-1.941818,7.054545,3306.854,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,164.0,3956.0,2.0,147.0,79.0,-9.0,96.0,-230.0,-412.0,-278.0,-29.0,72.0,6717.0,-8192.0,-8192.0,326.639,142.9427,-31.00941,1556.576,-3676.219,-6590.053,-26.24,-1.941818,7.872727,3276.598,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,165.0,3958.0,2.0,131.0,33.0,-140.0,102.0,-227.0,-407.0,-278.0,-30.0,76.0,6654.0,-8192.0,-8192.0,296.985,57.02666,-190.3923,1652.772,-3628.121,-6509.89,-26.24,-2.032727,8.236363,3245.854,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,166.0,3960.0,2.0,81.0,-15.0,-245.0,111.0,-222.0,-398.0,-269.0,-21.0,73.0,6591.0,-8192.0,-8192.0,185.473,-32.04442,-301.8147,1797.066,-3547.958,-6365.596,-25.42182,-1.214545,7.963636,3215.11,-3997.882,-3997.291,,
2023,6.0,12.0,114830.0,1.0,167.0,3962.0,2.0,5.0,-48.0,-296.0,126.0,-216.0,-393.0,-269.0,-25.0,73.0,6530.0,-8192.0,-8192.0,8.811005,-91.55479,-337.0988,2037.555,-3451.762,-6285.433,-25.42182,-1.578182,7.963636,3185.342,-3997.882,-3997.291,,
[2023/06/12 11:51:26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
== yy0 ==============,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6.0,12.0,115126.0,0.0,32.0,622.0,20.0,-139.0,60.0,26.0,31.0,-9.0,-54.0,11.0,-3.0,-15.0,2.0,0.0,0.0,-354.785,121.924,101.8627,514.4551,-133.0067,-850.3708,0.03272712,0.4218182,-0.03636384,-0.3220789,-0.18544,0.4050401,,
2023,6.0,12.0,115126.0,0.0,33.0,642.0,20.0,-141.0,59.0,22.0,31.0,-9.0,-53.0,14.0,-1.0,-18.0,2.0,0.0,-1.0,-359.323,120.2329,97.08655,514.4551,-133.0067,-834.3382,0.3054544,0.6036364,-0.3090911,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,34.0,662.0,20.0,-141.0,61.0,23.0,31.0,-9.0,-54.0,16.0,-6.0,-12.0,3.0,0.0,-1.0,-359.513,124.2715,97.22955,514.4551,-133.0067,-850.3708,0.4872726,0.1490909,0.2363634,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,35.0,682.0,20.0,-139.0,59.0,26.0,31.0,-9.0,-53.0,11.0,-6.0,-16.0,3.0,1.0,0.0,-354.709,119.8776,102.5315,514.4551,-133.0067,-834.3382,0.03272712,0.1490909,-0.127273,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,115126.0,0.0,36.0,702.0,20.0,-139.0,62.0,23.0,31.0,-9.0,-54.0,10.0,-6.0,-12.0,3.0,0.0,-1.0,-354.823,126.1797,96.08278,514.4551,-133.0067,-850.3708,-0.05818194,0.1490909,0.2363634,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,37.0,722.0,20.0,-140.0,61.0,24.0,31.0,-9.0,-53.0,7.0,-3.0,-11.0,2.0,0.0,0.0,-357.168,124.148,98.47131,514.4551,-133.0067,-834.3382,-0.3309093,0.4218182,0.3272725,-0.3220789,-0.18544,0.4050401,,
2023,6.0,12.0,115126.0,0.0,38.0,742.0,20.0,-138.0,60.0,26.0,31.0,-9.0,-54.0,11.0,-4.0,-9.0,3.0,1.0,0.0,-352.402,121.8549,101.6237,514.4551,-133.0067,-850.3708,0.03272712,0.3309091,0.5090907,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,115126.0,0.0,39.0,762.0,20.0,-142.0,59.0,25.0,31.0,-9.0,-54.0,9.0,0.0,-18.0,1.0,0.0,-1.0,-361.82,120.1392,101.7676,514.4551,-133.0067,-850.3708,-0.1490911,0.6945455,-0.3090911,-0.8100789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,40.0,782.0,20.0,-141.0,59.0,23.0,31.0,-10.0,-53.0,11.0,-2.0,-19.0,3.0,0.0,-2.0,-359.361,120.1787,98.56726,514.4551,-149.0394,-834.3382,0.03272712,0.5127273,-0.4000002,0.1659211,-0.18544,-0.5709599,,
2023,6.0,12.0,115126.0,0.0,41.0,802.0,20.0,-141.0,58.0,23.0,31.0,-9.0,-54.0,8.0,-7.0,-14.0,2.0,1.0,-2.0,-359.285,118.1323,99.23612,514.4551,-133.0067,-850.3708,-0.2400001,0.05818188,0.05454528,-0.3220789,0.30256,-0.5709599,,
2023,6.0,12.0,115126.0,0.0,42.0,822.0,20.0,-142.0,59.0,26.0,31.0,-9.0,-54.0,12.0,-12.0,-11.0,2.0,1.0,-2.0,-361.858,120.0849,103.2484,514.4551,-133.0067,-850.3708,0.1236362,-0.3963636,0.3272725,-0.3220789,0.30256,-0.5709599,,
2023,6.0,12.0,115126.0,0.0,43.0,842.0,20.0,-138.0,59.0,24.0,31.0,-9.0,-54.0,11.0,-3.0,-19.0,3.0,0.0,-1.0,-352.25,119.9171,99.33114,514.4551,-133.0067,-850.3708,0.03272712,0.4218182,-0.4000002,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,44.0,862.0,20.0,-140.0,58.0,23.0,31.0,-9.0,-53.0,10.0,-11.0,-12.0,3.0,1.0,-1.0,-356.902,118.0631,98.99718,514.4551,-133.0067,-834.3382,-0.05818194,-0.3054545,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,45.0,882.0,20.0,-141.0,58.0,23.0,31.0,-9.0,-53.0,11.0,-11.0,-16.0,3.0,0.0,-1.0,-359.285,118.1323,99.23612,514.4551,-133.0067,-834.3382,0.03272712,-0.3054545,-0.127273,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,46.0,902.0,20.0,-140.0,61.0,23.0,31.0,-9.0,-53.0,10.0,-6.0,-13.0,2.0,0.0,-1.0,-357.13,124.2024,96.9906,514.4551,-133.0067,-834.3382,-0.05818194,0.1490909,0.1454544,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,47.0,922.0,20.0,-139.0,58.0,22.0,31.0,-9.0,-53.0,2.0,-9.0,-15.0,2.0,1.0,-1.0,-354.481,118.0484,97.27752,514.4551,-133.0067,-834.3382,-0.7854547,-0.1236363,-0.03636384,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,48.0,942.0,20.0,-139.0,57.0,25.0,31.0,-9.0,-54.0,8.0,-10.0,-14.0,3.0,0.0,-1.0,-354.519,115.8391,102.3885,514.4551,-133.0067,-850.3708,-0.2400001,-0.2145454,0.05454528,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,49.0,962.0,20.0,-140.0,59.0,24.0,31.0,-9.0,-54.0,13.0,-7.0,-13.0,2.0,1.0,-1.0,-357.016,120.0553,99.80903,514.4551,-133.0067,-850.3708,0.2145452,0.05818188,0.1454544,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,50.0,982.0,20.0,-140.0,59.0,24.0,31.0,-9.0,-54.0,2.0,-8.0,-12.0,3.0,0.0,0.0,-357.016,120.0553,99.80903,514.4551,-133.0067,-850.3708,-0.7854547,-0.03272724,0.2363634,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,115126.0,0.0,51.0,1002.0,20.0,-142.0,58.0,24.0,31.0,-9.0,-54.0,10.0,-10.0,-9.0,2.0,0.0,-1.0,-361.706,118.1471,100.9558,514.4551,-133.0067,-850.3708,-0.05818194,-0.2145454,0.5090907,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,52.0,1022.0,20.0,-140.0,59.0,22.0,31.0,-9.0,-54.0,10.0,4.0,-16.0,2.0,1.0,-1.0,-356.94,120.1638,96.8476,514.4551,-133.0067,-850.3708,-0.05818194,1.058182,-0.127273,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,53.0,1042.0,20.0,-139.0,59.0,24.0,31.0,-9.0,-54.0,12.0,-9.0,-8.0,3.0,1.0,-1.0,-354.633,119.9861,99.57008,514.4551,-133.0067,-850.3708,0.1236362,-0.1236363,0.5999998,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,54.0,1062.0,20.0,-139.0,58.0,23.0,31.0,-9.0,-53.0,14.0,-11.0,-10.0,3.0,1.0,0.0,-354.519,117.9941,98.75824,514.4551,-133.0067,-834.3382,0.3054544,-0.3054545,0.4181816,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,115126.0,0.0,55.0,1082.0,20.0,-142.0,59.0,22.0,31.0,-9.0,-54.0,9.0,-5.0,-11.0,3.0,0.0,0.0,-361.706,120.3021,97.32549,514.4551,-133.0067,-850.3708,-0.1490911,0.24,0.3272725,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,115126.0,0.0,56.0,1102.0,20.0,-142.0,60.0,23.0,31.0,-9.0,-54.0,10.0,-8.0,-5.0,3.0,0.0,-1.0,-361.82,122.2942,98.13734,514.4551,-133.0067,-850.3708,-0.05818194,-0.03272724,0.872727,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,57.0,1122.0,20.0,-138.0,59.0,23.0,31.0,-9.0,-54.0,12.0,-17.0,-7.0,3.0,0.0,-1.0,-352.212,119.9714,97.85042,514.4551,-133.0067,-850.3708,0.1236362,-0.850909,0.6909089,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,58.0,1142.0,20.0,-141.0,60.0,24.0,31.0,-9.0,-54.0,6.0,-12.0,-12.0,3.0,1.0,-1.0,-359.475,122.1708,99.37911,514.4551,-133.0067,-850.3708,-0.4218183,-0.3963636,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,59.0,1162.0,20.0,-142.0,60.0,25.0,31.0,-9.0,-53.0,9.0,-5.0,-6.0,3.0,0.0,-1.0,-361.896,122.1855,101.0988,514.4551,-133.0067,-834.3382,-0.1490911,0.24,0.781818,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,60.0,1182.0,20.0,-139.0,59.0,24.0,31.0,-9.0,-54.0,11.0,-12.0,-16.0,2.0,0.0,-1.0,-354.633,119.9861,99.57008,514.4551,-133.0067,-850.3708,0.03272712,-0.3963636,-0.127273,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,61.0,1202.0,20.0,-139.0,60.0,22.0,31.0,-9.0,-54.0,9.0,-11.0,-20.0,3.0,-1.0,-1.0,-354.633,122.1412,95.9398,514.4551,-133.0067,-850.3708,-0.1490911,-0.3054545,-0.4909093,0.1659211,-0.67344,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,62.0,1222.0,20.0,-140.0,59.0,23.0,31.0,-9.0,-53.0,10.0,-9.0,-13.0,3.0,0.0,-1.0,-356.978,120.1096,98.32832,514.4551,-133.0067,-834.3382,-0.05818194,-0.1236363,0.1454544,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,63.0,1242.0,20.0,-140.0,61.0,25.0,31.0,-9.0,-54.0,17.0,-9.0,-14.0,2.0,0.0,-1.0,-357.206,124.0938,99.95203,514.4551,-133.0067,-850.3708,0.5781816,-0.1236363,0.05454528,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,64.0,1262.0,20.0,-139.0,60.0,24.0,31.0,-10.0,-54.0,15.0,-8.0,-13.0,3.0,0.0,-1.0,-354.709,122.0325,98.90122,514.4551,-149.0394,-850.3708,0.3963635,-0.03272724,0.1454544,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,65.0,1282.0,20.0,-139.0,57.0,25.0,31.0,-9.0,-54.0,8.0,-1.0,-19.0,2.0,1.0,-1.0,-354.519,115.8391,102.3885,514.4551,-133.0067,-850.3708,-0.2400001,0.6036364,-0.4000002,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,66.0,1302.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,13.0,-12.0,-17.0,3.0,1.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,0.2145452,-0.3963636,-0.218182,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,67.0,1322.0,20.0,-140.0,60.0,24.0,32.0,-9.0,-54.0,13.0,-6.0,-23.0,3.0,0.0,-1.0,-357.092,122.1017,99.14017,530.4877,-133.0067,-850.3708,0.2145452,0.1490909,-0.7636365,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,68.0,1342.0,20.0,-140.0,59.0,25.0,31.0,-9.0,-53.0,15.0,-14.0,-20.0,3.0,1.0,-1.0,-357.054,120.001,101.2897,514.4551,-133.0067,-834.3382,0.3963635,-0.5781817,-0.4909093,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,69.0,1362.0,20.0,-139.0,61.0,23.0,31.0,-9.0,-54.0,6.0,-5.0,-18.0,2.0,1.0,-1.0,-354.747,124.1333,96.75165,514.4551,-133.0067,-850.3708,-0.4218183,0.24,-0.3090911,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,70.0,1382.0,20.0,-142.0,58.0,23.0,31.0,-9.0,-54.0,3.0,-5.0,-13.0,3.0,0.0,0.0,-361.668,118.2014,99.47507,514.4551,-133.0067,-850.3708,-0.6945456,0.24,0.1454544,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,115126.0,0.0,71.0,1402.0,20.0,-141.0,56.0,22.0,31.0,-9.0,-53.0,14.0,-12.0,-17.0,3.0,0.0,-1.0,-359.095,114.0938,99.09312,514.4551,-133.0067,-834.3382,0.3054544,-0.3963636,-0.218182,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,72.0,1422.0,20.0,-139.0,60.0,25.0,31.0,-9.0,-54.0,12.0,-16.0,-23.0,2.0,1.0,0.0,-354.747,121.9783,100.3819,514.4551,-133.0067,-850.3708,0.1236362,-0.76,-0.7636365,-0.3220789,0.30256,0.4050401,,
2023,6.0,12.0,115126.0,0.0,73.0,1442.0,20.0,-141.0,57.0,24.0,31.0,-9.0,-53.0,13.0,-10.0,-9.0,3.0,0.0,-1.0,-359.247,116.0316,101.3857,514.4551,-133.0067,-834.3382,0.2145452,-0.2145454,0.5090907,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,74.0,1462.0,20.0,-139.0,59.0,22.0,31.0,-9.0,-53.0,14.0,-8.0,-13.0,3.0,0.0,-1.0,-354.557,120.0948,96.60866,514.4551,-133.0067,-834.3382,0.3054544,-0.03272724,0.1454544,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,75.0,1482.0,20.0,-139.0,59.0,24.0,31.0,-9.0,-54.0,6.0,-10.0,-25.0,3.0,1.0,-1.0,-354.633,119.9861,99.57008,514.4551,-133.0067,-850.3708,-0.4218183,-0.2145454,-0.9454547,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,76.0,1502.0,20.0,-140.0,59.0,24.0,31.0,-9.0,-53.0,12.0,-6.0,-17.0,2.0,0.0,-1.0,-357.016,120.0553,99.80903,514.4551,-133.0067,-834.3382,0.1236362,0.1490909,-0.218182,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,77.0,1522.0,20.0,-142.0,60.0,26.0,31.0,-9.0,-54.0,8.0,-9.0,-14.0,3.0,0.0,-1.0,-361.934,122.1313,102.5795,514.4551,-133.0067,-850.3708,-0.2400001,-0.1236363,0.05454528,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,78.0,1542.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,10.0,-17.0,-12.0,3.0,0.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,-0.05818194,-0.850909,0.2363634,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,79.0,1562.0,20.0,-141.0,59.0,24.0,31.0,-9.0,-54.0,10.0,-4.0,-12.0,3.0,1.0,-1.0,-359.399,120.1244,100.048,514.4551,-133.0067,-850.3708,-0.05818194,0.3309091,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,80.0,1582.0,20.0,-139.0,60.0,22.0,31.0,-9.0,-54.0,14.0,-15.0,-20.0,3.0,0.0,-1.0,-354.633,122.1412,95.9398,514.4551,-133.0067,-850.3708,0.3054544,-0.6690909,-0.4909093,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,81.0,1602.0,20.0,-142.0,59.0,23.0,31.0,-9.0,-54.0,14.0,-2.0,-13.0,3.0,1.0,-1.0,-361.744,120.2478,98.80621,514.4551,-133.0067,-850.3708,0.3054544,0.5127273,0.1454544,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,82.0,1622.0,20.0,-142.0,60.0,24.0,31.0,-9.0,-54.0,14.0,-5.0,-16.0,3.0,0.0,-1.0,-361.858,122.2399,99.61807,514.4551,-133.0067,-850.3708,0.3054544,0.24,-0.127273,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,83.0,1642.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,17.0,-10.0,-24.0,2.0,0.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,0.5781816,-0.2145454,-0.8545457,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,115126.0,0.0,84.0,1662.0,20.0,-141.0,60.0,24.0,31.0,-9.0,-54.0,8.0,-11.0,-6.0,3.0,0.0,0.0,-359.475,122.1708,99.37911,514.4551,-133.0067,-850.3708,-0.2400001,-0.3054545,0.781818,0.1659211,-0.18544,0.4050401,,
