“Š‹…”N,“Š‹…ŒŽ,“Š‹…“ú,“Š‹…ŽžŠÔ,yy,seq,timestamp(ms),measure_interval(ms),timestamp(count),mx[LSB],my[LSB],mz[LSB],low_ax[LSB],low_ay[LSB],low_az[LSB],hi_ax[LSB],hi_ay[LSB],hi_az[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],mx[mGauss],my[mGauss],mz[mGauss],low_ax[mg],low_ay[mg],low_az[mg],hi_ax[g],hi_ay[g],hi_az[g],gyro_x[dps],gyro_y[dps],gyro_z[dps],status
[2023/06/12 11:43:06],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
== yy0 ==============,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6.0,12.0,114306.0,0.0,32.0,622.0,20.0,-139.0,60.0,26.0,31.0,-9.0,-54.0,11.0,-3.0,-15.0,2.0,0.0,0.0,-354.785,121.924,101.8627,514.4551,-133.0067,-850.3708,0.03272712,0.4218182,-0.03636384,-0.3220789,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,33.0,642.0,20.0,-141.0,59.0,22.0,31.0,-9.0,-53.0,14.0,-1.0,-18.0,2.0,0.0,-1.0,-359.323,120.2329,97.08655,514.4551,-133.0067,-834.3382,0.3054544,0.6036364,-0.3090911,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,34.0,662.0,20.0,-141.0,61.0,23.0,31.0,-9.0,-54.0,16.0,-6.0,-12.0,3.0,0.0,-1.0,-359.513,124.2715,97.22955,514.4551,-133.0067,-850.3708,0.4872726,0.1490909,0.2363634,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,35.0,682.0,20.0,-139.0,59.0,26.0,31.0,-9.0,-53.0,11.0,-6.0,-16.0,3.0,1.0,0.0,-354.709,119.8776,102.5315,514.4551,-133.0067,-834.3382,0.03272712,0.1490909,-0.127273,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,36.0,702.0,20.0,-139.0,62.0,23.0,31.0,-9.0,-54.0,10.0,-6.0,-12.0,3.0,0.0,-1.0,-354.823,126.1797,96.08278,514.4551,-133.0067,-850.3708,-0.05818194,0.1490909,0.2363634,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,37.0,722.0,20.0,-140.0,61.0,24.0,31.0,-9.0,-53.0,7.0,-3.0,-11.0,2.0,0.0,0.0,-357.168,124.148,98.47131,514.4551,-133.0067,-834.3382,-0.3309093,0.4218182,0.3272725,-0.3220789,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,38.0,742.0,20.0,-138.0,60.0,26.0,31.0,-9.0,-54.0,11.0,-4.0,-9.0,3.0,1.0,0.0,-352.402,121.8549,101.6237,514.4551,-133.0067,-850.3708,0.03272712,0.3309091,0.5090907,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,39.0,762.0,20.0,-142.0,59.0,25.0,31.0,-9.0,-54.0,9.0,0.0,-18.0,1.0,0.0,-1.0,-361.82,120.1392,101.7676,514.4551,-133.0067,-850.3708,-0.1490911,0.6945455,-0.3090911,-0.8100789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,40.0,782.0,20.0,-141.0,59.0,23.0,31.0,-10.0,-53.0,11.0,-2.0,-19.0,3.0,0.0,-2.0,-359.361,120.1787,98.56726,514.4551,-149.0394,-834.3382,0.03272712,0.5127273,-0.4000002,0.1659211,-0.18544,-0.5709599,,
2023,6.0,12.0,114306.0,0.0,41.0,802.0,20.0,-141.0,58.0,23.0,31.0,-9.0,-54.0,8.0,-7.0,-14.0,2.0,1.0,-2.0,-359.285,118.1323,99.23612,514.4551,-133.0067,-850.3708,-0.2400001,0.05818188,0.05454528,-0.3220789,0.30256,-0.5709599,,
2023,6.0,12.0,114306.0,0.0,42.0,822.0,20.0,-142.0,59.0,26.0,31.0,-9.0,-54.0,12.0,-12.0,-11.0,2.0,1.0,-2.0,-361.858,120.0849,103.2484,514.4551,-133.0067,-850.3708,0.1236362,-0.3963636,0.3272725,-0.3220789,0.30256,-0.5709599,,
2023,6.0,12.0,114306.0,0.0,43.0,842.0,20.0,-138.0,59.0,24.0,31.0,-9.0,-54.0,11.0,-3.0,-19.0,3.0,0.0,-1.0,-352.25,119.9171,99.33114,514.4551,-133.0067,-850.3708,0.03272712,0.4218182,-0.4000002,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,44.0,862.0,20.0,-140.0,58.0,23.0,31.0,-9.0,-53.0,10.0,-11.0,-12.0,3.0,1.0,-1.0,-356.902,118.0631,98.99718,514.4551,-133.0067,-834.3382,-0.05818194,-0.3054545,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,45.0,882.0,20.0,-141.0,58.0,23.0,31.0,-9.0,-53.0,11.0,-11.0,-16.0,3.0,0.0,-1.0,-359.285,118.1323,99.23612,514.4551,-133.0067,-834.3382,0.03272712,-0.3054545,-0.127273,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,46.0,902.0,20.0,-140.0,61.0,23.0,31.0,-9.0,-53.0,10.0,-6.0,-13.0,2.0,0.0,-1.0,-357.13,124.2024,96.9906,514.4551,-133.0067,-834.3382,-0.05818194,0.1490909,0.1454544,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,47.0,922.0,20.0,-139.0,58.0,22.0,31.0,-9.0,-53.0,2.0,-9.0,-15.0,2.0,1.0,-1.0,-354.481,118.0484,97.27752,514.4551,-133.0067,-834.3382,-0.7854547,-0.1236363,-0.03636384,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,48.0,942.0,20.0,-139.0,57.0,25.0,31.0,-9.0,-54.0,8.0,-10.0,-14.0,3.0,0.0,-1.0,-354.519,115.8391,102.3885,514.4551,-133.0067,-850.3708,-0.2400001,-0.2145454,0.05454528,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,49.0,962.0,20.0,-140.0,59.0,24.0,31.0,-9.0,-54.0,13.0,-7.0,-13.0,2.0,1.0,-1.0,-357.016,120.0553,99.80903,514.4551,-133.0067,-850.3708,0.2145452,0.05818188,0.1454544,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,50.0,982.0,20.0,-140.0,59.0,24.0,31.0,-9.0,-54.0,2.0,-8.0,-12.0,3.0,0.0,0.0,-357.016,120.0553,99.80903,514.4551,-133.0067,-850.3708,-0.7854547,-0.03272724,0.2363634,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,51.0,1002.0,20.0,-142.0,58.0,24.0,31.0,-9.0,-54.0,10.0,-10.0,-9.0,2.0,0.0,-1.0,-361.706,118.1471,100.9558,514.4551,-133.0067,-850.3708,-0.05818194,-0.2145454,0.5090907,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,52.0,1022.0,20.0,-140.0,59.0,22.0,31.0,-9.0,-54.0,10.0,4.0,-16.0,2.0,1.0,-1.0,-356.94,120.1638,96.8476,514.4551,-133.0067,-850.3708,-0.05818194,1.058182,-0.127273,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,53.0,1042.0,20.0,-139.0,59.0,24.0,31.0,-9.0,-54.0,12.0,-9.0,-8.0,3.0,1.0,-1.0,-354.633,119.9861,99.57008,514.4551,-133.0067,-850.3708,0.1236362,-0.1236363,0.5999998,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,54.0,1062.0,20.0,-139.0,58.0,23.0,31.0,-9.0,-53.0,14.0,-11.0,-10.0,3.0,1.0,0.0,-354.519,117.9941,98.75824,514.4551,-133.0067,-834.3382,0.3054544,-0.3054545,0.4181816,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,55.0,1082.0,20.0,-142.0,59.0,22.0,31.0,-9.0,-54.0,9.0,-5.0,-11.0,3.0,0.0,0.0,-361.706,120.3021,97.32549,514.4551,-133.0067,-850.3708,-0.1490911,0.24,0.3272725,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,56.0,1102.0,20.0,-142.0,60.0,23.0,31.0,-9.0,-54.0,10.0,-8.0,-5.0,3.0,0.0,-1.0,-361.82,122.2942,98.13734,514.4551,-133.0067,-850.3708,-0.05818194,-0.03272724,0.872727,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,57.0,1122.0,20.0,-138.0,59.0,23.0,31.0,-9.0,-54.0,12.0,-17.0,-7.0,3.0,0.0,-1.0,-352.212,119.9714,97.85042,514.4551,-133.0067,-850.3708,0.1236362,-0.850909,0.6909089,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,58.0,1142.0,20.0,-141.0,60.0,24.0,31.0,-9.0,-54.0,6.0,-12.0,-12.0,3.0,1.0,-1.0,-359.475,122.1708,99.37911,514.4551,-133.0067,-850.3708,-0.4218183,-0.3963636,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,59.0,1162.0,20.0,-142.0,60.0,25.0,31.0,-9.0,-53.0,9.0,-5.0,-6.0,3.0,0.0,-1.0,-361.896,122.1855,101.0988,514.4551,-133.0067,-834.3382,-0.1490911,0.24,0.781818,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,60.0,1182.0,20.0,-139.0,59.0,24.0,31.0,-9.0,-54.0,11.0,-12.0,-16.0,2.0,0.0,-1.0,-354.633,119.9861,99.57008,514.4551,-133.0067,-850.3708,0.03272712,-0.3963636,-0.127273,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,61.0,1202.0,20.0,-139.0,60.0,22.0,31.0,-9.0,-54.0,9.0,-11.0,-20.0,3.0,-1.0,-1.0,-354.633,122.1412,95.9398,514.4551,-133.0067,-850.3708,-0.1490911,-0.3054545,-0.4909093,0.1659211,-0.67344,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,62.0,1222.0,20.0,-140.0,59.0,23.0,31.0,-9.0,-53.0,10.0,-9.0,-13.0,3.0,0.0,-1.0,-356.978,120.1096,98.32832,514.4551,-133.0067,-834.3382,-0.05818194,-0.1236363,0.1454544,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,63.0,1242.0,20.0,-140.0,61.0,25.0,31.0,-9.0,-54.0,17.0,-9.0,-14.0,2.0,0.0,-1.0,-357.206,124.0938,99.95203,514.4551,-133.0067,-850.3708,0.5781816,-0.1236363,0.05454528,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,64.0,1262.0,20.0,-139.0,60.0,24.0,31.0,-10.0,-54.0,15.0,-8.0,-13.0,3.0,0.0,-1.0,-354.709,122.0325,98.90122,514.4551,-149.0394,-850.3708,0.3963635,-0.03272724,0.1454544,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,65.0,1282.0,20.0,-139.0,57.0,25.0,31.0,-9.0,-54.0,8.0,-1.0,-19.0,2.0,1.0,-1.0,-354.519,115.8391,102.3885,514.4551,-133.0067,-850.3708,-0.2400001,0.6036364,-0.4000002,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,66.0,1302.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,13.0,-12.0,-17.0,3.0,1.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,0.2145452,-0.3963636,-0.218182,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,67.0,1322.0,20.0,-140.0,60.0,24.0,32.0,-9.0,-54.0,13.0,-6.0,-23.0,3.0,0.0,-1.0,-357.092,122.1017,99.14017,530.4877,-133.0067,-850.3708,0.2145452,0.1490909,-0.7636365,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,68.0,1342.0,20.0,-140.0,59.0,25.0,31.0,-9.0,-53.0,15.0,-14.0,-20.0,3.0,1.0,-1.0,-357.054,120.001,101.2897,514.4551,-133.0067,-834.3382,0.3963635,-0.5781817,-0.4909093,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,69.0,1362.0,20.0,-139.0,61.0,23.0,31.0,-9.0,-54.0,6.0,-5.0,-18.0,2.0,1.0,-1.0,-354.747,124.1333,96.75165,514.4551,-133.0067,-850.3708,-0.4218183,0.24,-0.3090911,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,70.0,1382.0,20.0,-142.0,58.0,23.0,31.0,-9.0,-54.0,3.0,-5.0,-13.0,3.0,0.0,0.0,-361.668,118.2014,99.47507,514.4551,-133.0067,-850.3708,-0.6945456,0.24,0.1454544,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,71.0,1402.0,20.0,-141.0,56.0,22.0,31.0,-9.0,-53.0,14.0,-12.0,-17.0,3.0,0.0,-1.0,-359.095,114.0938,99.09312,514.4551,-133.0067,-834.3382,0.3054544,-0.3963636,-0.218182,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,72.0,1422.0,20.0,-139.0,60.0,25.0,31.0,-9.0,-54.0,12.0,-16.0,-23.0,2.0,1.0,0.0,-354.747,121.9783,100.3819,514.4551,-133.0067,-850.3708,0.1236362,-0.76,-0.7636365,-0.3220789,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,73.0,1442.0,20.0,-141.0,57.0,24.0,31.0,-9.0,-53.0,13.0,-10.0,-9.0,3.0,0.0,-1.0,-359.247,116.0316,101.3857,514.4551,-133.0067,-834.3382,0.2145452,-0.2145454,0.5090907,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,74.0,1462.0,20.0,-139.0,59.0,22.0,31.0,-9.0,-53.0,14.0,-8.0,-13.0,3.0,0.0,-1.0,-354.557,120.0948,96.60866,514.4551,-133.0067,-834.3382,0.3054544,-0.03272724,0.1454544,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,75.0,1482.0,20.0,-139.0,59.0,24.0,31.0,-9.0,-54.0,6.0,-10.0,-25.0,3.0,1.0,-1.0,-354.633,119.9861,99.57008,514.4551,-133.0067,-850.3708,-0.4218183,-0.2145454,-0.9454547,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,76.0,1502.0,20.0,-140.0,59.0,24.0,31.0,-9.0,-53.0,12.0,-6.0,-17.0,2.0,0.0,-1.0,-357.016,120.0553,99.80903,514.4551,-133.0067,-834.3382,0.1236362,0.1490909,-0.218182,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,77.0,1522.0,20.0,-142.0,60.0,26.0,31.0,-9.0,-54.0,8.0,-9.0,-14.0,3.0,0.0,-1.0,-361.934,122.1313,102.5795,514.4551,-133.0067,-850.3708,-0.2400001,-0.1236363,0.05454528,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,78.0,1542.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,10.0,-17.0,-12.0,3.0,0.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,-0.05818194,-0.850909,0.2363634,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,79.0,1562.0,20.0,-141.0,59.0,24.0,31.0,-9.0,-54.0,10.0,-4.0,-12.0,3.0,1.0,-1.0,-359.399,120.1244,100.048,514.4551,-133.0067,-850.3708,-0.05818194,0.3309091,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,80.0,1582.0,20.0,-139.0,60.0,22.0,31.0,-9.0,-54.0,14.0,-15.0,-20.0,3.0,0.0,-1.0,-354.633,122.1412,95.9398,514.4551,-133.0067,-850.3708,0.3054544,-0.6690909,-0.4909093,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,81.0,1602.0,20.0,-142.0,59.0,23.0,31.0,-9.0,-54.0,14.0,-2.0,-13.0,3.0,1.0,-1.0,-361.744,120.2478,98.80621,514.4551,-133.0067,-850.3708,0.3054544,0.5127273,0.1454544,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,82.0,1622.0,20.0,-142.0,60.0,24.0,31.0,-9.0,-54.0,14.0,-5.0,-16.0,3.0,0.0,-1.0,-361.858,122.2399,99.61807,514.4551,-133.0067,-850.3708,0.3054544,0.24,-0.127273,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,83.0,1642.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,17.0,-10.0,-24.0,2.0,0.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,0.5781816,-0.2145454,-0.8545457,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,84.0,1662.0,20.0,-141.0,60.0,24.0,31.0,-9.0,-54.0,8.0,-11.0,-6.0,3.0,0.0,0.0,-359.475,122.1708,99.37911,514.4551,-133.0067,-850.3708,-0.2400001,-0.3054545,0.781818,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,85.0,1682.0,20.0,-141.0,60.0,23.0,31.0,-9.0,-54.0,13.0,-6.0,-16.0,3.0,1.0,-1.0,-359.437,122.2251,97.8984,514.4551,-133.0067,-850.3708,0.2145452,0.1490909,-0.127273,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,86.0,1702.0,20.0,-138.0,61.0,23.0,31.0,-9.0,-54.0,13.0,-6.0,-20.0,3.0,1.0,0.0,-352.364,124.0642,96.5127,514.4551,-133.0067,-850.3708,0.2145452,0.1490909,-0.4909093,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,87.0,1722.0,20.0,-139.0,58.0,24.0,31.0,-9.0,-54.0,7.0,-10.0,-13.0,3.0,1.0,0.0,-354.557,117.9398,100.2389,514.4551,-133.0067,-850.3708,-0.3309093,-0.2145454,0.1454544,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,88.0,1742.0,20.0,-140.0,60.0,23.0,31.0,-9.0,-54.0,10.0,-5.0,-24.0,3.0,0.0,-1.0,-357.054,122.1559,97.65946,514.4551,-133.0067,-850.3708,-0.05818194,0.24,-0.8545457,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,89.0,1762.0,20.0,-139.0,59.0,22.0,31.0,-9.0,-54.0,12.0,-6.0,-9.0,3.0,0.0,-1.0,-354.557,120.0948,96.60866,514.4551,-133.0067,-850.3708,0.1236362,0.1490909,0.5090907,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,90.0,1782.0,20.0,-140.0,60.0,24.0,31.0,-9.0,-54.0,13.0,-7.0,-16.0,3.0,1.0,-1.0,-357.092,122.1017,99.14017,514.4551,-133.0067,-850.3708,0.2145452,0.05818188,-0.127273,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,91.0,1802.0,20.0,-140.0,59.0,25.0,32.0,-9.0,-54.0,13.0,-1.0,-19.0,2.0,1.0,-1.0,-357.054,120.001,101.2897,530.4877,-133.0067,-850.3708,0.2145452,0.6036364,-0.4000002,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,92.0,1822.0,20.0,-140.0,57.0,24.0,31.0,-9.0,-54.0,8.0,-1.0,-11.0,3.0,0.0,0.0,-356.864,115.9625,101.1468,514.4551,-133.0067,-850.3708,-0.2400001,0.6036364,0.3272725,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,93.0,1842.0,20.0,-138.0,60.0,24.0,31.0,-9.0,-54.0,14.0,-7.0,-18.0,3.0,0.0,-1.0,-352.326,121.9634,98.66228,514.4551,-133.0067,-850.3708,0.3054544,0.05818188,-0.3090911,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,94.0,1862.0,20.0,-140.0,58.0,23.0,31.0,-9.0,-54.0,15.0,-15.0,-12.0,3.0,1.0,-1.0,-356.902,118.0631,98.99718,514.4551,-133.0067,-850.3708,0.3963635,-0.6690909,0.2363634,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,95.0,1882.0,20.0,-141.0,58.0,24.0,31.0,-9.0,-54.0,10.0,-11.0,-18.0,3.0,1.0,-1.0,-359.323,118.078,100.7169,514.4551,-133.0067,-850.3708,-0.05818194,-0.3054545,-0.3090911,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,96.0,1902.0,20.0,-139.0,58.0,25.0,31.0,-9.0,-54.0,12.0,-10.0,-14.0,3.0,0.0,-1.0,-354.595,117.8855,101.7197,514.4551,-133.0067,-850.3708,0.1236362,-0.2145454,0.05454528,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,97.0,1922.0,20.0,-139.0,58.0,21.0,31.0,-9.0,-54.0,11.0,-4.0,-20.0,3.0,0.0,-1.0,-354.443,118.1027,95.7968,514.4551,-133.0067,-850.3708,0.03272712,0.3309091,-0.4909093,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,98.0,1942.0,20.0,-142.0,60.0,20.0,31.0,-10.0,-53.0,12.0,-2.0,-16.0,3.0,1.0,0.0,-361.706,122.457,93.69521,514.4551,-149.0394,-834.3382,0.1236362,0.5127273,-0.127273,0.1659211,0.30256,0.4050401,,
2023,6.0,12.0,114306.0,0.0,99.0,1962.0,20.0,-140.0,59.0,23.0,31.0,-9.0,-54.0,12.0,-11.0,-6.0,3.0,0.0,-1.0,-356.978,120.1096,98.32832,514.4551,-133.0067,-850.3708,0.1236362,-0.3054545,0.781818,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,100.0,1982.0,20.0,-142.0,56.0,24.0,31.0,-9.0,-54.0,6.0,-9.0,-14.0,3.0,1.0,-1.0,-361.554,114.0543,102.2935,514.4551,-133.0067,-850.3708,-0.4218183,-0.1236363,0.05454528,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,101.0,2002.0,20.0,-141.0,59.0,24.0,31.0,-9.0,-54.0,17.0,-17.0,-18.0,2.0,0.0,0.0,-359.399,120.1244,100.048,514.4551,-133.0067,-850.3708,0.5781816,-0.850909,-0.3090911,-0.3220789,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,102.0,2022.0,20.0,-138.0,57.0,24.0,31.0,-9.0,-53.0,9.0,-9.0,-16.0,2.0,1.0,-1.0,-352.098,115.8243,100.6689,514.4551,-133.0067,-834.3382,-0.1490911,-0.1236363,-0.127273,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,103.0,2042.0,20.0,-140.0,58.0,24.0,31.0,-9.0,-54.0,8.0,-9.0,-22.0,2.0,0.0,-1.0,-356.94,118.0089,100.4779,514.4551,-133.0067,-850.3708,-0.2400001,-0.1236363,-0.6727275,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,104.0,2062.0,20.0,-140.0,57.0,23.0,31.0,-9.0,-54.0,11.0,-5.0,-9.0,3.0,1.0,-1.0,-356.826,116.0168,99.66604,514.4551,-133.0067,-850.3708,0.03272712,0.24,0.5090907,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,105.0,2082.0,20.0,-140.0,58.0,20.0,31.0,-9.0,-54.0,19.0,-12.0,-23.0,3.0,0.0,0.0,-356.788,118.2261,94.55503,514.4551,-133.0067,-850.3708,0.7599999,-0.3963636,-0.7636365,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,106.0,2102.0,20.0,-139.0,61.0,23.0,31.0,-9.0,-54.0,10.0,-10.0,-14.0,3.0,1.0,-2.0,-354.747,124.1333,96.75165,514.4551,-133.0067,-850.3708,-0.05818194,-0.2145454,0.05454528,0.1659211,0.30256,-0.5709599,,
2023,6.0,12.0,114306.0,0.0,107.0,2122.0,20.0,-141.0,60.0,21.0,31.0,-9.0,-54.0,14.0,-10.0,-24.0,2.0,0.0,-1.0,-359.361,122.3336,94.93697,514.4551,-133.0067,-850.3708,0.3054544,-0.2145454,-0.8545457,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,108.0,2142.0,20.0,-143.0,58.0,23.0,31.0,-9.0,-54.0,5.0,-6.0,-16.0,2.0,1.0,-1.0,-364.051,118.2705,99.71401,514.4551,-133.0067,-850.3708,-0.5127274,0.1490909,-0.127273,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,109.0,2162.0,20.0,-141.0,58.0,25.0,31.0,-9.0,-54.0,8.0,-4.0,-14.0,2.0,0.0,-1.0,-359.361,118.0237,102.1975,514.4551,-133.0067,-850.3708,-0.2400001,0.3309091,0.05454528,-0.3220789,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,110.0,2182.0,20.0,-141.0,58.0,24.0,31.0,-9.0,-54.0,11.0,-6.0,-16.0,2.0,1.0,-1.0,-359.323,118.078,100.7169,514.4551,-133.0067,-850.3708,0.03272712,0.1490909,-0.127273,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,111.0,2202.0,20.0,-143.0,60.0,22.0,31.0,-9.0,-54.0,6.0,-2.0,-8.0,3.0,0.0,0.0,-364.165,122.4176,96.89557,514.4551,-133.0067,-850.3708,-0.4218183,0.5127273,0.5999998,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,112.0,2222.0,20.0,-141.0,59.0,23.0,31.0,-9.0,-54.0,11.0,-9.0,-7.0,2.0,1.0,-1.0,-359.361,120.1787,98.56726,514.4551,-133.0067,-850.3708,0.03272712,-0.1236363,0.6909089,-0.3220789,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,113.0,2241.97,19.9697,-139.0,61.0,24.0,31.0,-9.0,-54.0,13.0,-12.0,-16.0,3.0,0.0,-1.0,-354.785,124.0789,98.23236,514.4551,-133.0067,-850.3708,0.2145452,-0.3963636,-0.127273,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,114.0,2262.0,20.0303,-140.0,59.0,22.0,31.0,-9.0,-54.0,17.0,-1.0,-16.0,3.0,1.0,-1.0,-356.94,120.1638,96.8476,514.4551,-133.0067,-850.3708,0.5781816,0.6036364,-0.127273,0.1659211,0.30256,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,115.0,2282.0,20.0,-141.0,56.0,24.0,31.0,-9.0,-54.0,4.0,-10.0,-18.0,3.0,0.0,-1.0,-359.171,113.9852,102.0546,514.4551,-133.0067,-850.3708,-0.6036365,-0.2145454,-0.3090911,0.1659211,-0.18544,-0.08295995,,
2023,6.0,12.0,114306.0,0.0,116.0,2301.97,19.9697,-141.0,57.0,23.0,31.0,-9.0,-54.0,2.0,-5.0,-12.0,3.0,0.0,0.0,-359.209,116.0859,99.90498,514.4551,-133.0067,-850.3708,-0.7854547,0.24,0.2363634,0.1659211,-0.18544,0.4050401,,
2023,6.0,12.0,114306.0,0.0,117.0,2322.0,20.0303,-141.0,59.0,22.0,31.0,-9.0,-54.0,10.0,-2.0,-9.0,2.0,1.0,-1.0,-359.323,120.2329,97.08655,514.4551,-133.0067,-850.3708,-0.05818194,0.5127273,0.5090907,-0.3220789,0.30256,-0.08295995,,
